x,y,z
-6.369666576385498047e+00,1.040546321868896484e+01,9.044665694236755371e-01
7.951264858245849609e+00,-1.359535789489746094e+01,-4.074447631835937500e+00
9.402795791625976562e+00,-1.412967395782470703e+01,-7.176257610321044922e+00
9.840116500854492188e+00,1.649181175231933594e+01,1.415327638387680054e-01
-1.554270458221435547e+01,5.676209926605224609e+00,-7.693242073059082031e+00
-1.564368605613708496e+00,-1.932550907135009766e+00,1.899631118774414062e+01
-5.577546119689941406e+00,-1.150798416137695312e+01,7.490972042083740234e+00
2.756328582763671875e+00,1.175718116760253906e+01,-1.281139469146728516e+01
9.576599121093750000e+00,2.909999370574951172e+00,-1.096971225738525391e+01
-1.476269054412841797e+01,-5.204013824462890625e+00,-8.971226692199707031e+00
8.808619499206542969e+00,-9.028594970703125000e+00,-1.080010795593261719e+01
3.638342618942260742e-01,5.388469219207763672e+00,9.830887794494628906e+00
4.115074634552001953e+00,-2.637720108032226562e+00,-4.017208099365234375e+00
-3.208086252212524414e+00,7.112944602966308594e+00,-1.948478889465332031e+01
-9.602955818176269531e+00,-2.403266716003417969e+01,-1.414418697357177734e+00
5.730896472930908203e+00,1.560700893402099609e+00,-2.660647392272949219e+00
-3.500223875045776367e+00,-1.141665458679199219e+01,1.482712388038635254e+00
-9.038383483886718750e+00,-1.130664539337158203e+01,-8.437894821166992188e+00
-2.012137985229492188e+01,-3.847522974014282227e+00,-2.163734436035156250e+00
-5.467137813568115234e+00,-1.880360984802246094e+01,-4.245643913745880127e-01
-4.998006343841552734e+00,1.921632766723632812e+01,-2.553067207336425781e-01
2.332763195037841797e+00,-4.289330959320068359e+00,1.907751274108886719e+01
-5.271782875061035156e+00,8.543291091918945312e+00,2.758480072021484375e+00
1.238208293914794922e+00,4.800372123718261719e+00,-1.462669849395751953e+01
1.189979839324951172e+01,6.224506855010986328e+00,-2.193297386169433594e+00
-1.596362304687500000e+01,3.080247879028320312e+00,3.766082286834716797e+00
-2.779019594192504883e+00,1.307227706909179688e+01,-2.604632377624511719e+00
-2.033017730712890625e+01,2.176327705383300781e-01,-1.016042423248291016e+01
-2.317404508590698242e+00,-9.164284706115722656e+00,1.770590209960937500e+01
-1.873267745971679688e+01,-1.105194282531738281e+01,-1.882995843887329102e+00
-2.451056241989135742e+00,-8.997397422790527344e+00,-3.272597312927246094e+00
-6.674503803253173828e+00,5.209462165832519531e+00,1.504741764068603516e+01
-2.532350540161132812e+00,2.660336017608642578e+00,9.629118919372558594e+00
-5.167576313018798828e+00,-7.415105342864990234e+00,4.263231754302978516e+00
1.182147121429443359e+01,9.819564819335937500e+00,5.648367404937744141e+00
-6.406236171722412109e+00,5.805252552032470703e+00,3.352405071258544922e+00
-1.243224239349365234e+01,-1.938013553619384766e+00,-1.100133609771728516e+01
-4.613395690917968750e+00,1.515970897674560547e+01,-1.989153265953063965e+00
2.612408161163330078e+00,1.070262718200683594e+01,-4.413391113281250000e+00
-7.482525348663330078e+00,-2.074301910400390625e+01,-2.641751170158386230e-01
2.636027932167053223e-01,-5.029280185699462891e+00,2.047460746765136719e+01
1.319019412994384766e+01,-3.544622182846069336e+00,1.185329055786132812e+01
7.281321048736572266e+00,3.352846622467041016e+00,1.308130168914794922e+01
8.496941566467285156e+00,1.429992437362670898e+00,-1.425419902801513672e+01
-1.490126323699951172e+01,3.113128662109375000e+00,1.293847656250000000e+01
1.488937377929687500e+01,1.261910343170166016e+01,8.232887268066406250e+00
-1.523801898956298828e+01,2.368336200714111328e+00,-5.418068885803222656e+00
-7.999898195266723633e-01,-1.001183509826660156e+01,-1.330226802825927734e+01
-2.089282035827636719e+01,-2.582457065582275391e+00,-8.869173049926757812e+00
3.405812263488769531e+00,-8.142674446105957031e+00,2.195081520080566406e+01
-7.474735260009765625e+00,-1.311120033264160156e+01,1.224529361724853516e+01
7.376072883605957031e+00,2.076982736587524414e+00,-1.196543502807617188e+01
-4.955131411552429199e-01,2.227925300598144531e+00,-6.985375404357910156e+00
8.866546630859375000e+00,-1.201179218292236328e+01,-1.026086616516113281e+01
-1.142048358917236328e+01,-9.520933151245117188e+00,-1.265520453453063965e+00
1.231487846374511719e+01,-6.164061427116394043e-01,-1.395201206207275391e+01
-4.862087368965148926e-01,-3.540498971939086914e+00,2.656541633605957031e+01
9.015890121459960938e+00,1.038338470458984375e+01,-2.851554870605468750e+00
1.816208839416503906e+01,5.546756744384765625e+00,-3.317248582839965820e+00
1.368508148193359375e+01,1.417629051208496094e+01,-4.908501148223876953e+00
3.490791797637939453e+00,-7.756453990936279297e+00,2.179568099975585938e+01
6.841563224792480469e+00,-1.465152978897094727e+00,-1.655776214599609375e+01
-4.127935886383056641e+00,1.196518516540527344e+01,2.423147916793823242e+00
-5.977158546447753906e+00,-2.235532188415527344e+01,-1.819977998733520508e+00
9.197578430175781250e+00,1.706539154052734375e+00,-1.629197502136230469e+01
2.221908760070800781e+01,2.999844312667846680e+00,3.603325128555297852e+00
1.176837062835693359e+01,-6.796079874038696289e-01,5.235656738281250000e+00
4.551781177520751953e+00,1.064717483520507812e+01,1.485987091064453125e+01
3.316858768463134766e+00,-1.125596141815185547e+01,1.980645751953125000e+01
-3.467535734176635742e+00,1.869721031188964844e+01,2.336463451385498047e+00
2.037738800048828125e+01,1.586103916168212891e+00,2.151822090148925781e+00
-2.070394515991210938e+00,3.650305271148681641e+00,5.779986381530761719e+00
1.060301971435546875e+01,-1.672610640525817871e+00,-1.584720039367675781e+01
-1.160676670074462891e+01,-2.131109046936035156e+01,7.246410008519887924e-03
-2.392406702041625977e+00,-1.648450279235839844e+01,5.067780494689941406e+00
1.368579387664794922e+00,-7.595947742462158203e+00,-1.069241142272949219e+01
-4.931435585021972656e+00,-2.484594345092773438e+00,-3.061344385147094727e+00
-1.331870651245117188e+01,-9.068899154663085938e+00,3.508023738861083984e+00
1.405986976623535156e+01,-4.087804317474365234e+00,9.202507019042968750e+00
-7.093513011932373047e+00,1.072616386413574219e+01,-1.536702537536621094e+01
-1.796210479736328125e+01,3.849668025970458984e+00,-1.337302112579345703e+01
-4.834855556488037109e+00,7.197252273559570312e+00,1.522934246063232422e+01
-4.069483757019042969e+00,-1.368792629241943359e+01,9.003895759582519531e+00
1.572360754013061523e+00,-1.148250484466552734e+01,1.673199462890625000e+01
-8.231835812330245972e-02,-8.311264038085937500e+00,1.566908645629882812e+01
-4.827567100524902344e+00,1.741341590881347656e+00,-1.913094139099121094e+01
-1.123725032806396484e+01,-2.323106765747070312e+01,-5.305871367454528809e-01
-1.979744553565979004e+00,-8.997829437255859375e+00,1.479745197296142578e+01
-8.823421478271484375e+00,-1.202725124359130859e+01,6.326759815216064453e+00
-6.160945415496826172e+00,3.283282041549682617e+00,-1.435698223114013672e+01
-1.388733291625976562e+01,2.298651695251464844e+00,6.458542823791503906e+00
1.756254768371582031e+01,1.254338169097900391e+01,5.206024646759033203e+00
-6.565621376037597656e+00,3.317726552486419678e-01,-3.765323400497436523e+00
-5.800053596496582031e+00,1.103255939483642578e+01,-1.825841331481933594e+01
8.098426818847656250e+00,1.191760376095771790e-01,-8.931940078735351562e+00
-3.389993906021118164e+00,9.720773696899414062e+00,-1.560542488098144531e+01
1.742061042785644531e+01,9.076138496398925781e+00,-1.350214004516601562e+00
-1.502533149719238281e+01,-2.652223825454711914e+00,-1.331136131286621094e+01
-1.228553652763366699e+00,8.919899940490722656e+00,1.221831989288330078e+01
-1.282305717468261719e+01,-1.135017108917236328e+01,-3.717751979827880859e+00
1.156714439392089844e+01,-1.715204000473022461e+00,1.354611396789550781e+01
-1.444205790758132935e-01,-9.407207489013671875e+00,1.941458892822265625e+01
-3.635383129119873047e+00,2.694945812225341797e+00,-2.491319656372070312e+00
-4.295794963836669922e+00,2.413700580596923828e+00,-6.187114715576171875e+00
-1.618115234375000000e+01,4.626069545745849609e+00,-1.089475440979003906e+01
9.435595512390136719e+00,-3.157578945159912109e+00,-1.635817527770996094e+01
-8.869095802307128906e+00,-1.235630035400390625e+01,-6.002929210662841797e+00
-8.513247489929199219e+00,-1.094047307968139648e+00,-2.140017271041870117e+00
2.219989013671875000e+01,6.777832031250000000e+00,3.622610092163085938e+00
4.329905986785888672e+00,-1.486000347137451172e+01,-4.520114898681640625e+00
-1.270548224449157715e+00,8.423023223876953125e+00,1.884986686706542969e+01
1.259228038787841797e+01,-1.327067852020263672e+00,1.084637928009033203e+01
-9.797781944274902344e+00,-1.099855613708496094e+01,1.108324146270751953e+01
-3.424889326095581055e+00,8.851078987121582031e+00,6.544826030731201172e+00
1.838254356384277344e+01,1.432232284545898438e+01,-4.397894740104675293e-01
-1.391154098510742188e+01,1.964025139808654785e+00,1.490526294708251953e+01
1.529932880401611328e+01,4.372490882873535156e+00,4.470144271850585938e+00
-6.468249320983886719e+00,-1.154701423645019531e+01,3.364133596420288086e+00
2.227486133575439453e+00,1.373728036880493164e+00,5.500163555145263672e+00
1.142094802856445312e+01,-1.162670135498046875e+01,-8.556453704833984375e+00
8.213046073913574219e+00,1.841876029968261719e+00,1.409842300415039062e+01
1.901914978027343750e+01,5.242433547973632812e+00,7.802123427391052246e-01
-9.601851463317871094e+00,-2.396523284912109375e+01,-2.226442813873291016e+00
1.758613395690917969e+01,1.026425457000732422e+01,3.345870971679687500e+00
-3.168003797531127930e+00,2.080344390869140625e+01,-1.758113801479339600e-01
1.007781982421875000e+01,-2.040232658386230469e+00,-1.561846733093261719e+01
-2.651815891265869141e+00,-1.396776676177978516e+01,7.152134418487548828e+00
-6.138377666473388672e+00,-6.634445667266845703e+00,1.261464405059814453e+01
1.613172531127929688e+01,-2.579349040985107422e+00,9.288263320922851562e+00
1.865697669982910156e+01,1.316792392730712891e+01,-4.753583908081054688e+00
1.167385959625244141e+01,-8.905099034309387207e-01,1.542309188842773438e+01
-1.584693908691406250e+01,-5.424464225769042969e+00,-3.775529384613037109e+00
5.810718536376953125e+00,-1.516452312469482422e+01,-4.122036933898925781e+00
-1.809607893228530884e-01,-8.297735214233398438e+00,-1.169558429718017578e+01
1.315074443817138672e+01,-1.582392573356628418e+00,6.734899997711181641e+00
-1.286312389373779297e+01,-7.891804695129394531e+00,3.070351123809814453e+00
1.617509722709655762e+00,5.384352207183837891e+00,-2.949521839618682861e-01
-1.875222778320312500e+01,1.654738068580627441e+00,-1.094052505493164062e+01
-1.551846623420715332e+00,3.587008237838745117e+00,1.225842475891113281e+01
-4.997695922851562500e+00,-1.576752662658691406e+01,-3.121803283691406250e+00
-7.828296184539794922e+00,-4.832320690155029297e+00,-1.082856750488281250e+01
6.631292343139648438e+00,-6.538465619087219238e-01,-1.959872603416442871e+00
2.119974374771118164e+00,-6.690868854522705078e+00,-1.196836662292480469e+01
6.402910709381103516e+00,-1.050056076049804688e+01,9.908128380775451660e-01
2.690787076950073242e+00,-1.020602226257324219e+01,2.132118415832519531e+01
-1.732098197937011719e+01,-5.389369487762451172e+00,1.079190850257873535e+00
4.578331947326660156e+00,-9.519190788269042969e+00,-4.528981208801269531e+00
-8.184487342834472656e+00,-7.088229179382324219e+00,-1.501688599586486816e+00
-1.678026962280273438e+01,2.789611339569091797e+00,3.716752767562866211e+00
-1.208172512054443359e+01,-1.153930091857910156e+01,7.763954639434814453e+00
2.933878898620605469e+00,-1.375533103942871094e+01,-1.623860836029052734e+00
-7.352591514587402344e+00,1.463707542419433594e+01,3.851393938064575195e+00
7.975689411163330078e+00,-9.378473281860351562e+00,-6.613064408302307129e-01
1.673825836181640625e+01,-1.220783591270446777e+00,-2.730432748794555664e+00
1.107215309143066406e+01,8.931531906127929688e+00,4.637611865997314453e+00
-1.433204889297485352e+00,1.579685592651367188e+01,1.152407836914062500e+01
-7.634198665618896484e+00,5.805989503860473633e-01,-1.441392993927001953e+01
-1.713508009910583496e+00,8.645560264587402344e+00,1.875014495849609375e+01
1.344639110565185547e+01,7.106961727142333984e+00,-2.358499288558959961e+00
1.474043083190917969e+01,1.272376441955566406e+01,3.289659976959228516e+00
3.777555704116821289e+00,-9.904196739196777344e+00,-1.156244087219238281e+01
-1.206710338592529297e+01,-1.031851100921630859e+01,-7.871959209442138672e+00
8.691743850708007812e+00,1.443204879760742188e+01,-1.155714511871337891e+01
-6.401560783386230469e+00,-1.164357948303222656e+01,3.314226865768432617e+00
-3.962999105453491211e+00,4.373538017272949219e+00,-4.392284393310546875e+00
1.378650856018066406e+01,7.478390693664550781e+00,1.756271719932556152e+00
-1.830711603164672852e+00,-1.268555355072021484e+01,2.096439838409423828e+00
-8.853264808654785156e+00,-1.280810356140136719e+01,7.385122299194335938e+00
2.039337635040283203e+00,-9.492027759552001953e-01,1.746301078796386719e+01
-1.717304611206054688e+01,-1.367266082763671875e+01,5.060410499572753906e-01
-5.100628852844238281e+00,5.731123924255371094e+00,-1.881589126586914062e+01
2.897629261016845703e+00,1.407684898376464844e+01,8.155377388000488281e+00
-3.392309427261352539e+00,1.589669132232666016e+01,-1.774751305580139160e+00
1.446040821075439453e+01,8.971607208251953125e+00,9.969158172607421875e-01
-2.124486207962036133e+00,-3.541973352432250977e+00,4.025931656360626221e-01
-5.909751892089843750e+00,-1.440288257598876953e+01,9.451956748962402344e+00
1.916195487976074219e+01,1.019545459747314453e+01,4.921669483184814453e+00
-1.872331142425537109e+00,4.440121650695800781e+00,-1.891029739379882812e+01
-9.566499710083007812e+00,-1.551908493041992188e+00,-6.823042035102844238e-01
-2.030555486679077148e+00,1.430625343322753906e+01,2.386718988418579102e+00
-1.891626930236816406e+01,1.466036915779113770e+00,-1.664252090454101562e+01
1.431967854499816895e+00,1.427552890777587891e+01,5.456346035003662109e+00
-1.091480731964111328e+01,-4.179441452026367188e+00,-1.207519650459289551e+00
-9.015008926391601562e+00,-1.841222572326660156e+01,-1.796283245086669922e+00
-1.550106430053710938e+01,4.589963912963867188e+00,9.691101074218750000e+00
4.532292366027832031e+00,1.244615745544433594e+01,1.455552577972412109e+01
1.224871253967285156e+01,-3.963216543197631836e+00,-1.293960380554199219e+01
5.886645317077636719e+00,-1.018260288238525391e+01,-1.286150074005126953e+01
-4.662177562713623047e+00,-1.006420230865478516e+01,9.863928794860839844e+00
1.119275188446044922e+01,-2.057357072830200195e+00,1.432228755950927734e+01
-3.341901600360870361e-01,-4.051977157592773438e+00,2.198066949844360352e+00
-1.647835159301757812e+01,4.332141399383544922e+00,7.799343585968017578e+00
4.354961872100830078e+00,1.422322368621826172e+01,1.357613372802734375e+01
-1.421478033065795898e+00,-1.722473859786987305e+00,1.912620353698730469e+01
9.606325149536132812e+00,1.559737968444824219e+01,-1.265391159057617188e+01
3.188710689544677734e+00,-1.471261215209960938e+01,-1.940901756286621094e+00
7.684940099716186523e-01,2.984555959701538086e+00,5.098927497863769531e+00
1.753861236572265625e+01,9.278014183044433594e+00,5.753001213073730469e+00
5.663505554199218750e+00,8.678968548774719238e-01,-8.608942985534667969e+00
2.546805620193481445e+00,-8.319514274597167969e+00,2.325373649597167969e+01
5.419844627380371094e+00,-1.235603261739015579e-02,3.773743391036987305e+00
-2.095212554931640625e+01,2.809891462326049805e+00,-1.210827159881591797e+01
-9.638847351074218750e+00,-1.301354408264160156e+01,-9.464301466941833496e-01
6.821077466011047363e-01,1.436015510559082031e+01,9.360680580139160156e+00
7.140421390533447266e+00,-3.246528863906860352e+00,-1.593965625762939453e+01
9.167052268981933594e+00,1.149308872222900391e+01,7.220801830291748047e+00
-1.941851377487182617e+00,1.285370063781738281e+01,-9.627143859863281250e+00
-1.294716262817382812e+01,-3.131084442138671875e+00,-1.165061354637145996e+00
1.191535091400146484e+01,-1.176907253265380859e+01,-8.506772994995117188e+00
-6.885570049285888672e+00,-6.875678062438964844e+00,1.199207782745361328e+01
1.617061376571655273e+00,5.385006904602050781e+00,-2.943268120288848877e-01
-4.592427730560302734e+00,-9.914956092834472656e+00,6.360901832580566406e+00
-5.965000152587890625e+00,5.760551452636718750e+00,-4.110988140106201172e+00
-2.295753240585327148e+00,1.087010860443115234e+01,-1.672714996337890625e+01
-6.491754055023193359e+00,5.200646400451660156e+00,1.487672901153564453e+01
6.657516479492187500e+00,-1.054204368591308594e+01,7.991683483123779297e+00
-2.996598243713378906e+00,2.280937671661376953e+00,9.364276885986328125e+00
1.902353286743164062e+01,1.678337454795837402e+00,3.498123884201049805e-01
-1.526634025573730469e+01,-6.289044857025146484e+00,1.533887982368469238e+00
2.932238817214965820e+00,2.080381631851196289e+00,-1.498932838439941406e+01
2.984910011291503906e+00,6.102248668670654297e+00,1.388664817810058594e+01
1.329901790618896484e+01,-1.252567672729492188e+01,-8.742979049682617188e+00
-1.155737876892089844e+01,-2.130277442932128906e+01,-1.280778050422668457e+00
7.965414524078369141e-01,-4.875886440277099609e+00,1.774051666259765625e+01
-1.041202068328857422e+01,-1.293876552581787109e+01,-9.522032737731933594e+00
-9.976292610168457031e+00,-1.088092899322509766e+01,8.175050735473632812e+00
4.946782112121582031e+00,3.569771528244018555e+00,-5.259295463562011719e+00
1.291705989837646484e+01,-1.518410205841064453e+01,-7.533047199249267578e-01
1.695389175415039062e+01,1.278741121292114258e+00,-2.925104856491088867e+00
1.247679138183593750e+01,-3.991390466690063477e+00,-1.578720855712890625e+01
2.231977081298828125e+01,3.049125432968139648e+00,3.683235883712768555e+00
-4.279157638549804688e+00,1.245879554748535156e+01,1.143559360504150391e+01
3.809588670730590820e+00,-8.792419433593750000e+00,2.178100585937500000e+01
3.817050457000732422e+00,1.741249275207519531e+01,8.313179016113281250e-01
-9.751841545104980469e+00,-1.169434928894042969e+01,-4.793351173400878906e+00
9.978022575378417969e+00,1.550229549407958984e+01,3.957566976547241211e+00
-1.048448467254638672e+01,2.030901908874511719e+00,1.363158512115478516e+01
-2.854099988937377930e+00,-1.297237586975097656e+01,9.078579902648925781e+00
-1.233576178550720215e+00,9.135663032531738281e+00,1.233368873596191406e+01
-4.973869323730468750e+00,-3.761544704437255859e+00,-8.398794174194335938e+00
-2.718795061111450195e+00,-1.097174549102783203e+01,-1.258651065826416016e+01
-1.234439849853515625e+01,5.546782016754150391e+00,-4.310560703277587891e+00
2.129641532897949219e+01,4.973891735076904297e+00,1.863671898841857910e+00
-1.051850605010986328e+01,-1.785649871826171875e+01,-1.731168031692504883e+00
-2.643418788909912109e+00,1.007656860351562500e+01,-1.141446495056152344e+01
1.566066837310791016e+01,1.578789424896240234e+01,7.830303907394409180e-01
1.264104652404785156e+01,6.056132793426513672e+00,6.159340858459472656e+00
1.408109188079833984e+01,5.610187530517578125e+00,4.856782913208007812e+00
-1.666090774536132812e+01,-7.664601325988769531e+00,1.828314512968063354e-01
9.615631103515625000e+00,1.560990715026855469e+01,-1.266539573669433594e+01
1.104988098144531250e+01,-1.024998188018798828e+01,-9.469799995422363281e+00
7.396401405334472656e+00,-1.184216785430908203e+01,6.007590889930725098e-01
1.378394985198974609e+01,-2.059765338897705078e+00,2.828509807586669922e+00
-4.011922836303710938e+00,3.428324222564697266e+00,-1.561614513397216797e+01
2.088924789428710938e+01,1.044792079925537109e+01,2.603476524353027344e+00
1.681132507324218750e+01,4.630728721618652344e+00,2.734148502349853516e+00
-4.754389762878417969e+00,-1.176469135284423828e+01,-8.990999221801757812e+00
-1.469296836853027344e+01,2.530982494354248047e+00,-1.219349765777587891e+01
1.693197250366210938e+01,3.368689298629760742e+00,2.055677890777587891e+00
-3.211127996444702148e+00,4.197256565093994141e+00,7.833187103271484375e+00
1.321071529388427734e+01,-4.961306095123291016e+00,9.100331306457519531e+00
7.909849643707275391e+00,5.739854574203491211e-01,1.141531181335449219e+01
9.925398826599121094e+00,-1.405094432830810547e+01,-9.399225234985351562e+00
-1.730029463768005371e+00,8.937642097473144531e+00,1.856949806213378906e+01
3.422795534133911133e+00,-1.101861763000488281e+01,-1.527199801057577133e-02
-2.044473171234130859e+00,-8.760021209716796875e+00,1.946281051635742188e+01
-2.036982536315917969e+01,-3.675864219665527344e+00,-7.243145942687988281e+00
3.208132982254028320e+00,-1.464138126373291016e+01,-1.737704277038574219e+00
-1.052765274047851562e+01,-1.125804519653320312e+01,-4.261679172515869141e+00
5.505779266357421875e+00,-7.503258705139160156e+00,-1.577548980712890625e+01
-7.796700477600097656e+00,7.188282608985900879e-01,-1.931972026824951172e+00
-1.724364089965820312e+01,-1.342450618743896484e+01,4.067556262016296387e-01
-1.704751610755920410e+00,-1.396402549743652344e+01,3.392631769180297852e+00
3.618875503540039062e+00,-5.608600139617919922e+00,-9.577848434448242188e+00
1.084533214569091797e+01,-5.010619640350341797e+00,-1.507897281646728516e+01
-1.893123435974121094e+01,-5.171174407005310059e-01,-1.607237243652343750e+01
1.821923255920410156e+01,1.229843807220458984e+01,4.312406063079833984e+00
-7.995842695236206055e-01,1.361607933044433594e+01,3.119611501693725586e+00
-8.119689941406250000e+00,1.072225952148437500e+01,5.189737081527709961e-01
-2.134247303009033203e+00,7.127727985382080078e+00,8.628519058227539062e+00
-1.853855323791503906e+01,9.097750782966613770e-01,-1.264718055725097656e+01
1.021874332427978516e+01,-8.347364425659179688e+00,-9.644408226013183594e+00
-1.402781772613525391e+01,4.827268123626708984e+00,1.110231590270996094e+01
1.197523975372314453e+01,-6.958308219909667969e+00,-4.789813518524169922e+00
1.380136966705322266e+01,-1.255903339385986328e+01,-8.871980667114257812e+00
1.174289417266845703e+01,-1.353922486305236816e+00,1.960701346397399902e+00
1.018145751953125000e+01,-4.270349070429801941e-02,1.179289817810058594e+01
1.045149993896484375e+01,1.092515945434570312e+01,-3.605511903762817383e+00
-1.500780868530273438e+01,-1.039259243011474609e+01,3.270761251449584961e+00
-2.298293304443359375e+01,-7.460150718688964844e+00,3.588464260101318359e+00
9.430414199829101562e+00,1.536452674865722656e+01,-1.243785381317138672e+01
-3.329456329345703125e+00,8.944062232971191406e+00,1.115564033389091492e-01
3.228491067886352539e+00,8.028003573417663574e-01,-5.797996520996093750e+00
1.173095989227294922e+01,-1.705873131752014160e+00,1.434580135345458984e+01
-2.059648990631103516e+00,1.082166576385498047e+01,1.393959617614746094e+01
-2.518442630767822266e+00,2.011203193664550781e+01,-2.499610930681228638e-02
1.650310134887695312e+01,1.567465877532958984e+01,6.598012447357177734e+00
1.165836715698242188e+01,8.472363471984863281e+00,6.406365394592285156e+00
4.830382823944091797e+00,1.067402362823486328e+01,6.527252674102783203e+00
4.222550392150878906e+00,-8.946921348571777344e+00,-1.297977161407470703e+01
-3.552578687667846680e+00,6.270985603332519531e+00,-1.932407188415527344e+01
7.286579132080078125e+00,-9.114515304565429688e+00,-1.521115779876708984e+00
-1.611555480957031250e+01,-3.187503099441528320e+00,-4.439270973205566406e+00
-1.997827529907226562e+00,-3.948888063430786133e+00,-6.642856121063232422e+00
-4.027894139289855957e-01,1.235519981384277344e+01,7.606499195098876953e-01
9.095546722412109375e+00,-1.073458766937255859e+01,3.241183459758758545e-01
-4.019080162048339844e+00,5.376258373260498047e+00,-1.992614555358886719e+01
-1.388767337799072266e+01,3.820001602172851562e+00,1.032950305938720703e+01
-6.109208106994628906e+00,1.006606197357177734e+01,6.840965151786804199e-01
-2.588083744049072266e+00,8.741562843322753906e+00,6.773850440979003906e+00
-4.051370143890380859e+00,-6.476083278656005859e+00,1.964238047599792480e+00
-1.167241191864013672e+01,-4.135044813156127930e-01,-6.729886054992675781e+00
-1.237714099884033203e+01,-7.953753471374511719e+00,4.302182674407958984e+00
1.157204437255859375e+01,-5.216935157775878906e+00,6.729125499725341797e+00
-1.533452892303466797e+01,-7.617653846740722656e+00,3.375904321670532227e+00
-1.862381172180175781e+01,1.194405913352966309e+00,-9.066053390502929688e+00
-3.889004468917846680e+00,-1.928042030334472656e+01,-4.626610279083251953e+00
1.426823735237121582e-01,4.445500850677490234e+00,1.464153480529785156e+01
4.058893203735351562e+00,1.307007217407226562e+01,-7.350642681121826172e-01
-4.782763481140136719e+00,1.489486312866210938e+01,2.287406682968139648e+00
6.008127212524414062e+00,1.191598773002624512e+00,7.320715904235839844e+00
1.265407752990722656e+01,-1.229845237731933594e+01,-1.034684658050537109e+01
7.505253791809082031e+00,-1.076250934600830078e+01,-1.974156856536865234e+00
3.216675758361816406e+00,1.329293251037597656e+01,1.253580856323242188e+01
-2.046104049682617188e+01,-1.039641857147216797e+00,-8.132372856140136719e+00
-6.412290096282958984e+00,-1.039775657653808594e+01,7.105340480804443359e+00
1.144049453735351562e+01,-7.291292190551757812e+00,-9.392189979553222656e+00
1.509946465492248535e+00,-4.501902103424072266e+00,-1.290207958221435547e+01
-1.744002461433410645e+00,-1.615102195739746094e+01,-2.895092248916625977e+00
7.403039455413818359e+00,-1.659384727478027344e+01,-5.922618865966796875e+00
-1.141569232940673828e+01,-1.263451194763183594e+01,7.965713500976562500e+00
-1.501141929626464844e+01,2.164387702941894531e+00,1.157431602478027344e+00
1.355726814270019531e+01,-4.157881259918212891e+00,9.212333679199218750e+00
-2.043921089172363281e+01,-3.615715742111206055e+00,-6.618650436401367188e+00
-1.815796494483947754e+00,-7.395610332489013672e+00,1.602616429328918457e+00
-1.624399757385253906e+01,-7.979956150054931641e+00,-7.243855953216552734e+00
1.625705909729003906e+01,6.618776798248291016e+00,-3.308103561401367188e+00
-8.837682723999023438e+00,3.407244920730590820e+00,7.890069007873535156e+00
-2.080986738204956055e+00,-2.791758775711059570e+00,-4.885483741760253906e+00
1.585580825805664062e+01,-8.207038640975952148e-01,1.780256986618041992e+00
7.212609767913818359e+00,-1.692147636413574219e+01,-4.993595600128173828e+00
-1.593144655227661133e+00,1.026118373870849609e+01,-4.393795967102050781e+00
1.218647122383117676e+00,-2.667241096496582031e+00,-1.372621345520019531e+01
9.307420730590820312e+00,1.643708419799804688e+01,4.615158557891845703e+00
1.435742950439453125e+01,6.153362751007080078e+00,3.421567201614379883e+00
-8.466766357421875000e+00,-1.328669929504394531e+01,-1.603102207183837891e+00
-1.011744594573974609e+01,-1.295632934570312500e+01,-5.189763903617858887e-01
-1.275070858001708984e+01,-9.539140462875366211e-01,-1.256241607666015625e+01
1.104378223419189453e+01,-1.711063766479492188e+01,-3.224560737609863281e+00
2.843822479248046875e+00,-1.301447868347167969e+01,-4.646229267120361328e+00
1.481489753723144531e+01,-3.700139045715332031e+00,1.608861923217773438e+00
-3.063758134841918945e+00,1.038332366943359375e+01,6.236099243164062500e+00
1.209255409240722656e+01,-4.367229640483856201e-01,1.896988987922668457e+00
8.861821174621582031e+00,-3.373667240142822266e+00,-8.662557601928710938e+00
-1.005918025970458984e+01,-7.469181060791015625e+00,-2.333852291107177734e+00
2.222263526916503906e+01,6.186597347259521484e+00,7.554197311401367188e-02
-8.733715057373046875e+00,8.641521453857421875e+00,1.500784397125244141e+00
1.503649520874023438e+01,7.638932466506958008e-01,6.276425838470458984e+00
9.526330947875976562e+00,-1.236862850189208984e+01,3.215978860855102539e+00
1.098614883422851562e+01,-1.178478431701660156e+01,-2.912609815597534180e+00
7.394503116607666016e+00,3.400485038757324219e+00,1.338475227355957031e+00
-1.746183586120605469e+01,-4.426309585571289062e+00,-1.182126426696777344e+01
-8.567765235900878906e+00,6.579972743988037109e+00,5.196765899658203125e+00
-4.429683208465576172e+00,7.614933013916015625e+00,1.615270423889160156e+01
-2.490449428558349609e+00,1.745011448860168457e+00,-3.597368001937866211e+00
1.615751981735229492e+00,1.285184860229492188e+01,-1.055781364440917969e+01
3.304175138473510742e-01,2.319688081741333008e+00,-6.743121623992919922e+00
-7.846999645233154297e+00,-6.787519931793212891e+00,5.684375762939453125e+00
-7.507475852966308594e+00,2.583250761032104492e+00,-2.449215650558471680e+00
6.214253902435302734e+00,9.372395515441894531e+00,4.505626678466796875e+00
6.060664653778076172e+00,1.379700660705566406e+01,-2.823184013366699219e+00
1.132048416137695312e+01,-6.021105766296386719e+00,-1.234030723571777344e+01
